State,ConditionGroup,AgeGroup,COVID19Deaths
South Carolina,Renal failure,Not stated,0.0
South Carolina,Renal failure,All Ages,2979.0
South Carolina,"Intentional and unintentional injury, and other adverse events",1331.0
South Carolina,All other conditions and causes (residual),0-24,51.0
South Carolina,All other conditions and causes (residual),25-34,96.0
South Carolina,All other conditions and causes (residual),35-44,271.0
South Carolina,All other conditions and causes (residual),45-54,608.0
South Carolina,All other conditions and causes (residual),55-64,1485.0
South Carolina,All other conditions and causes (residual),65-74,2612.0
South Carolina,All other conditions and causes (residual),75-84,2679.0
South Carolina,All other conditions and causes (residual),85+,2092.0
South Carolina,All other conditions and causes (residual),Not stated,0.0
South Carolina,All other conditions and causes (residual),All Ages,9894.0
South Carolina,COVID-19,0-24,95.0
South Carolina,COVID-19,25-34,206.0
South Carolina,COVID-19,35-44,579.0
South Carolina,COVID-19,45-54,1374.0
South Carolina,COVID-19,55-64,3030.0
South Carolina,COVID-19,65-74,5237.0
South Carolina,COVID-19,75-84,5718.0
South Carolina,COVID-19,85+,4600.0
South Carolina,COVID-19,Not stated,0.0
South Carolina,COVID-19,All Ages,20839.0
South Dakota,Respiratory diseases,0-24,0
South Dakota,Respiratory diseases,25-34,33.0
South Dakota,Respiratory diseases,35-44,79.0
South Dakota,Respiratory diseases,45-54,229.0
South Dakota,Respiratory diseases,55-64,548.0
South Dakota,Respiratory diseases,65-74,1066.0
South Dakota,Respiratory diseases,75-84,1042.0
South Dakota,Respiratory diseases,85+,966.0
South Dakota,Respiratory diseases,Not stated,0.0
South Dakota,Respiratory diseases,All Ages,4019.0
South Dakota,Circulatory diseases,0-24,0.0
South Dakota,Circulatory diseases,25-34,0.0
South Dakota,Circulatory diseases,35-44,25.0
South Dakota,Circulatory diseases,45-54,103.0
South Dakota,Circulatory diseases,55-64,290.0
South Dakota,Circulatory diseases,65-74,653.0
South Dakota,Circulatory diseases,75-84,782.0
South Dakota,Circulatory diseases,85+,1138.0
South Dakota,Circulatory diseases,Not stated,0.0
South Dakota,Circulatory diseases,All Ages,3034.0
South Dakota,Sepsis,0-24,0
South Dakota,Sepsis,25-34,0
South Dakota,Sepsis,35-44,10.0
South Dakota,Sepsis,45-54,31.0
South Dakota,Sepsis,55-64,53.0
South Dakota,Sepsis,65-74,100.0
South Dakota,Sepsis,75-84,78.0
South Dakota,Sepsis,85+,54.0
South Dakota,Sepsis,Not stated,0.0
South Dakota,Sepsis,All Ages,333.0
South Dakota,Malignant neoplasms,0-24,0
South Dakota,Malignant neoplasms,25-34,0
South Dakota,Malignant neoplasms,35-44,0
South Dakota,Malignant neoplasms,45-54,16.0
South Dakota,Malignant neoplasms,55-64,38.0
South Dakota,Malignant neoplasms,65-74,68.0
South Dakota,Malignant neoplasms,75-84,84.0
South Dakota,Malignant neoplasms,85+,66.0
South Dakota,Malignant neoplasms,Not stated,0.0
South Dakota,Malignant neoplasms,All Ages,279.0
South Dakota,Diabetes,0-24,0
South Dakota,Diabetes,25-34,0
South Dakota,Diabetes,35-44,17.0
South Dakota,Diabetes,45-54,41.0
South Dakota,Diabetes,55-64,103.0
South Dakota,Diabetes,65-74,182.0
South Dakota,Diabetes,75-84,182.0
South Dakota,Diabetes,85+,184.0
South Dakota,Diabetes,Not stated,0.0
South Dakota,Diabetes,All Ages,712.0
South Dakota,Obesity,0-24,0
South Dakota,Obesity,25-34,0
South Dakota,Obesity,35-44,11.0
South Dakota,Obesity,45-54,26.0
South Dakota,Obesity,55-64,42.0
South Dakota,Obesity,65-74,65.0
South Dakota,Obesity,75-84,28.0
South Dakota,Obesity,85+,0
South Dakota,Obesity,Not stated,0.0
South Dakota,Obesity,All Ages,190.0
South Dakota,Alzheimer disease,0-24,0.0
South Dakota,Alzheimer disease,25-34,0.0
South Dakota,Alzheimer disease,35-44,0.0
South Dakota,Alzheimer disease,45-54,0.0
South Dakota,Alzheimer disease,55-64,0
South Dakota,Alzheimer disease,65-74,14.0
South Dakota,Alzheimer disease,75-84,61.0
South Dakota,Alzheimer disease,85+,165.0
South Dakota,Alzheimer disease,Not stated,0.0
South Dakota,Alzheimer disease,All Ages,241.0
South Dakota,Vascular and unspecified dementia,0-24,0.0
South Dakota,Vascular and unspecified dementia,25-34,0.0
South Dakota,Vascular and unspecified dementia,35-44,0.0
South Dakota,Vascular and unspecified dementia,45-54,0.0
South Dakota,Vascular and unspecified dementia,55-64,0
South Dakota,Vascular and unspecified dementia,65-74,24.0
South Dakota,Vascular and unspecified dementia,75-84,81.0
South Dakota,Vascular and unspecified dementia,85+,201.0
South Dakota,Vascular and unspecified dementia,Not stated,0.0
South Dakota,Vascular and unspecified dementia,All Ages,313.0
South Dakota,Renal failure,0-24,0
South Dakota,Renal failure,25-34,0
South Dakota,Renal failure,35-44,15.0
South Dakota,Renal failure,45-54,29.0
South Dakota,Renal failure,55-64,63.0
South Dakota,Renal failure,65-74,121.0
South Dakota,Renal failure,75-84,138.0
South Dakota,Renal failure,85+,124.0
South Dakota,Renal failure,Not stated,0.0
South Dakota,Renal failure,All Ages,496.0
South Dakota,"Intentional and unintentional injury, and other adverse events",177.0
South Dakota,All other conditions and causes (residual),0-24,0
South Dakota,All other conditions and causes (residual),25-34,25.0
South Dakota,All other conditions and causes (residual),35-44,45.0
South Dakota,All other conditions and causes (residual),45-54,100.0
South Dakota,All other conditions and causes (residual),55-64,251.0
South Dakota,All other conditions and causes (residual),65-74,449.0
South Dakota,All other conditions and causes (residual),75-84,528.0
South Dakota,All other conditions and causes (residual),85+,662.0
South Dakota,All other conditions and causes (residual),Not stated,0.0
South Dakota,All other conditions and causes (residual),All Ages,2069.0
South Dakota,COVID-19,0-24,14.0
South Dakota,COVID-19,25-34,30.0
South Dakota,COVID-19,35-44,72.0
South Dakota,COVID-19,45-54,164.0
South Dakota,COVID-19,55-64,387.0
South Dakota,COVID-19,65-74,727.0
South Dakota,COVID-19,75-84,880.0
South Dakota,COVID-19,85+,1197.0
South Dakota,COVID-19,Not stated,0.0
South Dakota,COVID-19,All Ages,3471.0
Tennessee,Respiratory diseases,0-24,70.0
Tennessee,Respiratory diseases,25-34,319.0
Tennessee,Respiratory diseases,35-44,977.0
Tennessee,Respiratory diseases,45-54,2760.0
Tennessee,Respiratory diseases,55-64,5869.0
Tennessee,Respiratory diseases,65-74,9245.0
Tennessee,Respiratory diseases,75-84,9171.0
Tennessee,Respiratory diseases,85+,5740.0
Tennessee,Respiratory diseases,Not stated,0.0
Tennessee,Respiratory diseases,All Ages,34182.0
Tennessee,Circulatory diseases,0-24,29.0
Tennessee,Circulatory diseases,25-34,133.0
Tennessee,Circulatory diseases,35-44,380.0
Tennessee,Circulatory diseases,45-54,1095.0
Tennessee,Circulatory diseases,55-64,2613.0
Tennessee,Circulatory diseases,65-74,4592.0
Tennessee,Circulatory diseases,75-84,5721.0
Tennessee,Circulatory diseases,85+,4785.0
Tennessee,Circulatory diseases,Not stated,0.0
Tennessee,Circulatory diseases,All Ages,19363.0
Tennessee,Sepsis,0-24,0
Tennessee,Sepsis,25-34,48.0
Tennessee,Sepsis,35-44,132.0
Tennessee,Sepsis,45-54,310.0
Tennessee,Sepsis,55-64,684.0
Tennessee,Sepsis,65-74,990.0
Tennessee,Sepsis,75-84,846.0
Tennessee,Sepsis,85+,416.0
Tennessee,Sepsis,Not stated,0.0
Tennessee,Sepsis,All Ages,3435.0
Tennessee,Malignant neoplasms,0-24,0
Tennessee,Malignant neoplasms,25-34,0
Tennessee,Malignant neoplasms,35-44,27.0
Tennessee,Malignant neoplasms,45-54,85.0
Tennessee,Malignant neoplasms,55-64,271.0
Tennessee,Malignant neoplasms,65-74,558.0
Tennessee,Malignant neoplasms,75-84,523.0
Tennessee,Malignant neoplasms,85+,290.0
Tennessee,Malignant neoplasms,Not stated,0.0
Tennessee,Malignant neoplasms,All Ages,1765.0
Tennessee,Diabetes,0-24,14.0
Tennessee,Diabetes,25-34,32.0
Tennessee,Diabetes,35-44,106.0
Tennessee,Diabetes,45-54,292.0
Tennessee,Diabetes,55-64,665.0
Tennessee,Diabetes,65-74,1063.0
Tennessee,Diabetes,75-84,1070.0
Tennessee,Diabetes,85+,575.0
Tennessee,Diabetes,Not stated,0.0
Tennessee,Diabetes,All Ages,3817.0
Tennessee,Obesity,0-24,29.0
Tennessee,Obesity,25-34,61.0
Tennessee,Obesity,35-44,150.0
Tennessee,Obesity,45-54,285.0
Tennessee,Obesity,55-64,356.0
Tennessee,Obesity,65-74,256.0
Tennessee,Obesity,75-84,111.0
Tennessee,Obesity,85+,18.0
Tennessee,Obesity,Not stated,0.0
Tennessee,Obesity,All Ages,1266.0
Tennessee,Alzheimer disease,0-24,0.0
Tennessee,Alzheimer disease,25-34,0.0
Tennessee,Alzheimer disease,35-44,0.0
Tennessee,Alzheimer disease,45-54,0
Tennessee,Alzheimer disease,55-64,0
Tennessee,Alzheimer disease,65-74,57.0
Tennessee,Alzheimer disease,75-84,273.0
Tennessee,Alzheimer disease,85+,432.0
Tennessee,Alzheimer disease,Not stated,0.0
Tennessee,Alzheimer disease,All Ages,767.0
Tennessee,Vascular and unspecified dementia,0-24,0.0
Tennessee,Vascular and unspecified dementia,25-34,0.0
Tennessee,Vascular and unspecified dementia,35-44,0
Tennessee,Vascular and unspecified dementia,45-54,0
Tennessee,Vascular and unspecified dementia,55-64,23.0
Tennessee,Vascular and unspecified dementia,65-74,193.0
Tennessee,Vascular and unspecified dementia,75-84,748.0
Tennessee,Vascular and unspecified dementia,85+,1101.0
Tennessee,Vascular and unspecified dementia,Not stated,0.0
Tennessee,Vascular and unspecified dementia,All Ages,2071.0
Tennessee,Renal failure,0-24,0
Tennessee,Renal failure,25-34,41.0
Tennessee,Renal failure,35-44,81.0
Tennessee,Renal failure,45-54,255.0
Tennessee,Renal failure,55-64,613.0
Tennessee,Renal failure,65-74,936.0
Tennessee,Renal failure,75-84,905.0
Tennessee,Renal failure,85+,571.0
Tennessee,Renal failure,Not stated,0.0
Tennessee,Renal failure,All Ages,3409.0
Tennessee,"Intentional and unintentional injury, and other adverse events",1485.0
Tennessee,All other conditions and causes (residual),0-24,71.0
Tennessee,All other conditions and causes (residual),25-34,146.0
Tennessee,All other conditions and causes (residual),35-44,376.0
Tennessee,All other conditions and causes (residual),45-54,969.0
Tennessee,All other conditions and causes (residual),55-64,2096.0
Tennessee,All other conditions and causes (residual),65-74,3264.0
Tennessee,All other conditions and causes (residual),75-84,3623.0
Tennessee,All other conditions and causes (residual),85+,2606.0
Tennessee,All other conditions and causes (residual),Not stated,0.0
Tennessee,All other conditions and causes (residual),All Ages,13151.0
Tennessee,COVID-19,0-24,120.0
Tennessee,COVID-19,25-34,324.0
Tennessee,COVID-19,35-44,855.0
Tennessee,COVID-19,45-54,2223.0
Tennessee,COVID-19,55-64,4647.0
Tennessee,COVID-19,65-74,7535.0
Tennessee,COVID-19,75-84,8241.0
Tennessee,COVID-19,85+,6455.0
Tennessee,COVID-19,Not stated,0.0
Tennessee,COVID-19,All Ages,30400.0
Texas,Respiratory diseases,0-24,475.0
Texas,Respiratory diseases,25-34,1904.0
Texas,Respiratory diseases,35-44,4890.0
Texas,Respiratory diseases,45-54,10950.0
Texas,Respiratory diseases,55-64,21365.0
Texas,Respiratory diseases,65-74,30758.0
Texas,Respiratory diseases,75-84,28724.0
Texas,Respiratory diseases,85+,19540.0
Texas,Respiratory diseases,Not stated,0.0
Texas,Respiratory diseases,All Ages,118610.0
Texas,Circulatory diseases,0-24,144.0
Texas,Circulatory diseases,25-34,592.0
Texas,Circulatory diseases,35-44,1748.0
Texas,Circulatory diseases,45-54,4501.0
Texas,Circulatory diseases,55-64,10581.0
Texas,Circulatory diseases,65-74,16941.0
Texas,Circulatory diseases,75-84,19263.0
Texas,Circulatory diseases,85+,17257.0
Texas,Circulatory diseases,Not stated,0.0
Texas,Circulatory diseases,All Ages,71040.0
Texas,Sepsis,0-24,66.0
Texas,Sepsis,25-34,218.0
Texas,Sepsis,35-44,625.0
Texas,Sepsis,45-54,1505.0
Texas,Sepsis,55-64,2777.0
Texas,Sepsis,65-74,3801.0
Texas,Sepsis,75-84,3122.0
Texas,Sepsis,85+,1696.0
Texas,Sepsis,Not stated,0.0
Texas,Sepsis,All Ages,13810.0
Texas,Malignant neoplasms,0-24,24.0
Texas,Malignant neoplasms,25-34,36.0
Texas,Malignant neoplasms,35-44,91.0
Texas,Malignant neoplasms,45-54,250.0
Texas,Malignant neoplasms,55-64,851.0
Texas,Malignant neoplasms,65-74,1505.0
Texas,Malignant neoplasms,75-84,1547.0
Texas,Malignant neoplasms,85+,939.0
Texas,Malignant neoplasms,Not stated,0.0
Texas,Malignant neoplasms,All Ages,5243.0
Texas,Diabetes,0-24,36.0
Texas,Diabetes,25-34,218.0
Texas,Diabetes,35-44,697.0
Texas,Diabetes,45-54,1851.0
Texas,Diabetes,55-64,3830.0
Texas,Diabetes,65-74,5396.0
Texas,Diabetes,75-84,4508.0
Texas,Diabetes,85+,2418.0
Texas,Diabetes,Not stated,0.0
Texas,Diabetes,All Ages,18954.0
Texas,Obesity,0-24,108.0
Texas,Obesity,25-34,497.0
Texas,Obesity,35-44,929.0
Texas,Obesity,45-54,1439.0
Texas,Obesity,55-64,1759.0
Texas,Obesity,65-74,1373.0
Texas,Obesity,75-84,522.0
Texas,Obesity,85+,101.0
Texas,Obesity,Not stated,0.0
Texas,Obesity,All Ages,6728.0
Texas,Alzheimer disease,0-24,0.0
Texas,Alzheimer disease,25-34,0
Texas,Alzheimer disease,35-44,0.0
Texas,Alzheimer disease,45-54,0
Texas,Alzheimer disease,55-64,32.0
Texas,Alzheimer disease,65-74,242.0
Texas,Alzheimer disease,75-84,889.0
Texas,Alzheimer disease,85+,1721.0
Texas,Alzheimer disease,Not stated,0.0
Texas,Alzheimer disease,All Ages,2887.0
Texas,Vascular and unspecified dementia,0-24,0.0
Texas,Vascular and unspecified dementia,25-34,0.0
Texas,Vascular and unspecified dementia,35-44,0
Texas,Vascular and unspecified dementia,45-54,0
Texas,Vascular and unspecified dementia,55-64,87.0
Texas,Vascular and unspecified dementia,65-74,607.0
Texas,Vascular and unspecified dementia,75-84,1914.0
Texas,Vascular and unspecified dementia,85+,3255.0
Texas,Vascular and unspecified dementia,Not stated,0.0
Texas,Vascular and unspecified dementia,All Ages,5870.0
Texas,Renal failure,0-24,55.0
Texas,Renal failure,25-34,201.0
Texas,Renal failure,35-44,615.0
Texas,Renal failure,45-54,1521.0
Texas,Renal failure,55-64,2975.0
Texas,Renal failure,65-74,4258.0
Texas,Renal failure,75-84,3765.0
Texas,Renal failure,85+,2384.0
Texas,Renal failure,Not stated,0.0
Texas,Renal failure,All Ages,15774.0
Texas,"Intentional and unintentional injury, and other adverse events",5354.0
Texas,All other conditions and causes (residual),0-24,297.0
Texas,All other conditions and causes (residual),25-34,731.0
Texas,All other conditions and causes (residual),35-44,1629.0
Texas,All other conditions and causes (residual),45-54,3609.0
Texas,All other conditions and causes (residual),55-64,7462.0
Texas,All other conditions and causes (residual),65-74,10896.0
Texas,All other conditions and causes (residual),75-84,11102.0
Texas,All other conditions and causes (residual),85+,8946.0
Texas,All other conditions and causes (residual),Not stated,0.0
Texas,All other conditions and causes (residual),All Ages,44672.0
Texas,COVID-19,0-24,555.0
Texas,COVID-19,25-34,1772.0
Texas,COVID-19,35-44,4305.0
Texas,COVID-19,45-54,9314.0
Texas,COVID-19,55-64,17816.0
Texas,COVID-19,65-74,25215.0
Texas,COVID-19,75-84,24967.0
Texas,COVID-19,85+,20453.0
Texas,COVID-19,Not stated,0.0
Texas,COVID-19,All Ages,104397.0
Utah,Respiratory diseases,0-24,0.0
Utah,Respiratory diseases,25-34,149.0
Utah,Respiratory diseases,35-44,287.0
Utah,Respiratory diseases,45-54,529.0
Utah,Respiratory diseases,55-64,1104.0
Utah,Respiratory diseases,65-74,1790.0
Utah,Respiratory diseases,75-84,1785.0
Utah,Respiratory diseases,85+,1241.0
Utah,Respiratory diseases,Not stated,0.0
Utah,Respiratory diseases,All Ages,6932.0
Utah,Circulatory diseases,0-24,0.0
Utah,Circulatory diseases,25-34,21.0
Utah,Circulatory diseases,35-44,91.0
Utah,Circulatory diseases,45-54,241.0
Utah,Circulatory diseases,55-64,457.0
Utah,Circulatory diseases,65-74,759.0
Utah,Circulatory diseases,75-84,934.0
Utah,Circulatory diseases,85+,962.0
Utah,Circulatory diseases,Not stated,0.0
Utah,Circulatory diseases,All Ages,3510.0
Utah,Sepsis,0-24,0
Utah,Sepsis,25-34,17.0
Utah,Sepsis,35-44,40.0
Utah,Sepsis,45-54,68.0
Utah,Sepsis,55-64,176.0
Utah,Sepsis,65-74,199.0
Utah,Sepsis,75-84,151.0
Utah,Sepsis,85+,75.0
Utah,Sepsis,Not stated,0.0
Utah,Sepsis,All Ages,728.0
Utah,Malignant neoplasms,0-24,0
Utah,Malignant neoplasms,25-34,0
Utah,Malignant neoplasms,35-44,0
Utah,Malignant neoplasms,45-54,22.0
Utah,Malignant neoplasms,55-64,46.0
Utah,Malignant neoplasms,65-74,85.0
Utah,Malignant neoplasms,75-84,86.0
Utah,Malignant neoplasms,85+,64.0
Utah,Malignant neoplasms,Not stated,0.0
Utah,Malignant neoplasms,All Ages,317.0
Utah,Diabetes,0-24,0
Utah,Diabetes,25-34,10.0
Utah,Diabetes,35-44,34.0
Utah,Diabetes,45-54,65.0
Utah,Diabetes,55-64,137.0
Utah,Diabetes,65-74,236.0
Utah,Diabetes,75-84,210.0
Utah,Diabetes,85+,132.0
Utah,Diabetes,Not stated,0.0
Utah,Diabetes,All Ages,830.0
Utah,Obesity,0-24,0
Utah,Obesity,25-34,41.0
Utah,Obesity,35-44,67.0
Utah,Obesity,45-54,115.0
Utah,Obesity,55-64,125.0
Utah,Obesity,65-74,120.0
Utah,Obesity,75-84,44.0
Utah,Obesity,85+,0
Utah,Obesity,Not stated,0.0
Utah,Obesity,All Ages,528.0
Utah,Alzheimer disease,0-24,0.0
Utah,Alzheimer disease,25-34,0.0
Utah,Alzheimer disease,35-44,0
Utah,Alzheimer disease,45-54,0.0
Utah,Alzheimer disease,55-64,0
Utah,Alzheimer disease,65-74,15.0
Utah,Alzheimer disease,75-84,76.0
Utah,Alzheimer disease,85+,128.0
Utah,Alzheimer disease,Not stated,0.0
Utah,Alzheimer disease,All Ages,221.0
Utah,Vascular and unspecified dementia,0-24,0.0
Utah,Vascular and unspecified dementia,25-34,0.0
Utah,Vascular and unspecified dementia,35-44,0.0
Utah,Vascular and unspecified dementia,45-54,0
Utah,Vascular and unspecified dementia,55-64,0
Utah,Vascular and unspecified dementia,65-74,32.0
Utah,Vascular and unspecified dementia,75-84,148.0
Utah,Vascular and unspecified dementia,85+,204.0
Utah,Vascular and unspecified dementia,Not stated,0.0
Utah,Vascular and unspecified dementia,All Ages,390.0
Utah,Renal failure,0-24,0.0
Utah,Renal failure,25-34,15.0
Utah,Renal failure,35-44,31.0
Utah,Renal failure,45-54,69.0
Utah,Renal failure,55-64,149.0
Utah,Renal failure,65-74,187.0
Utah,Renal failure,75-84,184.0
Utah,Renal failure,85+,136.0
Utah,Renal failure,Not stated,0.0
Utah,Renal failure,All Ages,771.0
Utah,"Intentional and unintentional injury, and other adverse events",505.0
Utah,All other conditions and causes (residual),0-24,28.0
Utah,All other conditions and causes (residual),25-34,58.0
Utah,All other conditions and causes (residual),35-44,120.0
Utah,All other conditions and causes (residual),45-54,215.0
Utah,All other conditions and causes (residual),55-64,446.0
Utah,All other conditions and causes (residual),65-74,705.0
Utah,All other conditions and causes (residual),75-84,675.0
Utah,All other conditions and causes (residual),85+,595.0
Utah,All other conditions and causes (residual),Not stated,0.0
Utah,All other conditions and causes (residual),All Ages,2842.0
Utah,COVID-19,0-24,46.0
Utah,COVID-19,25-34,118.0
Utah,COVID-19,35-44,258.0
Utah,COVID-19,45-54,445.0
Utah,COVID-19,55-64,833.0
Utah,COVID-19,65-74,1321.0
Utah,COVID-19,75-84,1486.0
Utah,COVID-19,85+,1361.0
Utah,COVID-19,Not stated,0.0
Utah,COVID-19,All Ages,5868.0
Vermont,Respiratory diseases,0-24,0.0
Vermont,Respiratory diseases,25-34,0.0
Vermont,Respiratory diseases,35-44,0.0
Vermont,Respiratory diseases,45-54,20.0
Vermont,Respiratory diseases,55-64,87.0
Vermont,Respiratory diseases,65-74,167.0
Vermont,Respiratory diseases,75-84,264.0
Vermont,Respiratory diseases,85+,282.0
Vermont,Respiratory diseases,Not stated,0.0
Vermont,Respiratory diseases,All Ages,885.0
Vermont,Circulatory diseases,0-24,0.0
Vermont,Circulatory diseases,25-34,0.0
Vermont,Circulatory diseases,35-44,0.0
Vermont,Circulatory diseases,45-54,0
Vermont,Circulatory diseases,55-64,35.0
Vermont,Circulatory diseases,65-74,110.0
Vermont,Circulatory diseases,75-84,274.0
Vermont,Circulatory diseases,85+,460.0
Vermont,Circulatory diseases,Not stated,0.0
Vermont,Circulatory diseases,All Ages,934.0
Vermont,Sepsis,0-24,0.0
Vermont,Sepsis,25-34,0.0
Vermont,Sepsis,35-44,0
Vermont,Sepsis,45-54,0
Vermont,Sepsis,55-64,0
Vermont,Sepsis,65-74,10.0
Vermont,Sepsis,75-84,23.0
Vermont,Sepsis,85+,17.0
Vermont,Sepsis,Not stated,0.0
Vermont,Sepsis,All Ages,60.0
Vermont,Malignant neoplasms,0-24,0.0
Vermont,Malignant neoplasms,25-34,0.0
Vermont,Malignant neoplasms,35-44,0.0
Vermont,Malignant neoplasms,45-54,0
Vermont,Malignant neoplasms,55-64,15.0
Vermont,Malignant neoplasms,65-74,14.0
Vermont,Malignant neoplasms,75-84,39.0
Vermont,Malignant neoplasms,85+,27.0
Vermont,Malignant neoplasms,Not stated,0.0
Vermont,Malignant neoplasms,All Ages,98.0
Vermont,Diabetes,0-24,0.0
Vermont,Diabetes,25-34,0.0
Vermont,Diabetes,35-44,0
Vermont,Diabetes,45-54,0
Vermont,Diabetes,55-64,16.0
Vermont,Diabetes,65-74,22.0
Vermont,Diabetes,75-84,57.0
Vermont,Diabetes,85+,50.0
Vermont,Diabetes,Not stated,0.0
Vermont,Diabetes,All Ages,156.0
Vermont,Obesity,0-24,0.0
Vermont,Obesity,25-34,0.0
Vermont,Obesity,35-44,0
Vermont,Obesity,45-54,12.0
Vermont,Obesity,55-64,15.0
Vermont,Obesity,65-74,13.0
Vermont,Obesity,75-84,0
Vermont,Obesity,85+,0.0
Vermont,Obesity,Not stated,0.0
Vermont,Obesity,All Ages,56.0
Vermont,Alzheimer disease,0-24,0.0
Vermont,Alzheimer disease,25-34,0.0
Vermont,Alzheimer disease,35-44,0.0
Vermont,Alzheimer disease,45-54,0.0
Vermont,Alzheimer disease,55-64,0.0
Vermont,Alzheimer disease,65-74,0
Vermont,Alzheimer disease,75-84,19.0
Vermont,Alzheimer disease,85+,54.0
Vermont,Alzheimer disease,Not stated,0.0
Vermont,Alzheimer disease,All Ages,79.0
Vermont,Vascular and unspecified dementia,0-24,0.0
Vermont,Vascular and unspecified dementia,25-34,0.0
Vermont,Vascular and unspecified dementia,35-44,0.0
Vermont,Vascular and unspecified dementia,45-54,0.0
Vermont,Vascular and unspecified dementia,55-64,0
Vermont,Vascular and unspecified dementia,65-74,0
Vermont,Vascular and unspecified dementia,75-84,44.0
Vermont,Vascular and unspecified dementia,85+,115.0
Vermont,Vascular and unspecified dementia,Not stated,0.0
Vermont,Vascular and unspecified dementia,All Ages,172.0
Vermont,Renal failure,0-24,0
Vermont,Renal failure,25-34,0.0
Vermont,Renal failure,35-44,0
Vermont,Renal failure,45-54,0
Vermont,Renal failure,55-64,0
Vermont,Renal failure,65-74,14.0
Vermont,Renal failure,75-84,29.0
Vermont,Renal failure,85+,34.0
Vermont,Renal failure,Not stated,0.0
Vermont,Renal failure,All Ages,85.0
Vermont,"Intentional and unintentional injury, and other adverse events",83.0
Vermont,All other conditions and causes (residual),0-24,0
Vermont,All other conditions and causes (residual),25-34,0
Vermont,All other conditions and causes (residual),35-44,0
Vermont,All other conditions and causes (residual),45-54,29.0
Vermont,All other conditions and causes (residual),55-64,53.0
Vermont,All other conditions and causes (residual),65-74,94.0
Vermont,All other conditions and causes (residual),75-84,194.0
Vermont,All other conditions and causes (residual),85+,244.0
Vermont,All other conditions and causes (residual),Not stated,0.0
Vermont,All other conditions and causes (residual),All Ages,623.0
Vermont,COVID-19,0-24,0
Vermont,COVID-19,25-34,0
Vermont,COVID-19,35-44,17.0
Vermont,COVID-19,45-54,39.0
Vermont,COVID-19,55-64,79.0
Vermont,COVID-19,65-74,147.0
Vermont,COVID-19,75-84,288.0
Vermont,COVID-19,85+,402.0
Vermont,COVID-19,Not stated,0.0
Vermont,COVID-19,All Ages,976.0
Virginia,Respiratory diseases,0-24,46.0
Virginia,Respiratory diseases,25-34,167.0
Virginia,Respiratory diseases,35-44,426.0
Virginia,Respiratory diseases,45-54,1257.0
Virginia,Respiratory diseases,55-64,3170.0
Virginia,Respiratory diseases,65-74,5351.0
Virginia,Respiratory diseases,75-84,5767.0
Virginia,Respiratory diseases,85+,4607.0
Virginia,Respiratory diseases,Not stated,0.0
Virginia,Respiratory diseases,All Ages,20828.0
Virginia,Circulatory diseases,0-24,0
Virginia,Circulatory diseases,25-34,59.0
Virginia,Circulatory diseases,35-44,155.0
Virginia,Circulatory diseases,45-54,504.0
Virginia,Circulatory diseases,55-64,1407.0
Virginia,Circulatory diseases,65-74,2713.0
Virginia,Circulatory diseases,75-84,3674.0
Virginia,Circulatory diseases,85+,4514.0
Virginia,Circulatory diseases,Not stated,0.0
Virginia,Circulatory diseases,All Ages,13065.0
Virginia,Sepsis,0-24,0
Virginia,Sepsis,25-34,19.0
Virginia,Sepsis,35-44,49.0
Virginia,Sepsis,45-54,145.0
Virginia,Sepsis,55-64,368.0
Virginia,Sepsis,65-74,615.0
Virginia,Sepsis,75-84,583.0
Virginia,Sepsis,85+,395.0
Virginia,Sepsis,Not stated,0.0
Virginia,Sepsis,All Ages,2182.0
Virginia,Malignant neoplasms,0-24,0
Virginia,Malignant neoplasms,25-34,0
Virginia,Malignant neoplasms,35-44,15.0
Virginia,Malignant neoplasms,45-54,59.0
Virginia,Malignant neoplasms,55-64,197.0
Virginia,Malignant neoplasms,65-74,355.0
Virginia,Malignant neoplasms,75-84,414.0
Virginia,Malignant neoplasms,85+,299.0
Virginia,Malignant neoplasms,Not stated,0.0
Virginia,Malignant neoplasms,All Ages,1345.0
Virginia,Diabetes,0-24,0
Virginia,Diabetes,25-34,15.0
Virginia,Diabetes,35-44,40.0
Virginia,Diabetes,45-54,154.0
Virginia,Diabetes,55-64,396.0
Virginia,Diabetes,65-74,677.0
Virginia,Diabetes,75-84,683.0
Virginia,Diabetes,85+,497.0
Virginia,Diabetes,Not stated,0.0
Virginia,Diabetes,All Ages,2466.0
Virginia,Obesity,0-24,0
Virginia,Obesity,25-34,30.0
Virginia,Obesity,35-44,49.0
Virginia,Obesity,45-54,82.0
Virginia,Obesity,55-64,166.0
Virginia,Obesity,65-74,149.0
Virginia,Obesity,75-84,53.0
Virginia,Obesity,85+,12.0
Virginia,Obesity,Not stated,0.0
Virginia,Obesity,All Ages,547.0
Virginia,Alzheimer disease,0-24,0.0
Virginia,Alzheimer disease,25-34,0.0
Virginia,Alzheimer disease,35-44,0.0
Virginia,Alzheimer disease,45-54,0.0
Virginia,Alzheimer disease,55-64,0
Virginia,Alzheimer disease,65-74,39.0
Virginia,Alzheimer disease,75-84,176.0
Virginia,Alzheimer disease,85+,355.0
Virginia,Alzheimer disease,Not stated,0.0
Virginia,Alzheimer disease,All Ages,573.0
Virginia,Vascular and unspecified dementia,0-24,0.0
Virginia,Vascular and unspecified dementia,25-34,0.0
