State,Condition Group,Condition,Age Group,COVID-19 Deaths
Tennessee,COVID-19,COVID-19,75-84,8241.0
Tennessee,COVID-19,COVID-19,85+,6455.0
Tennessee,COVID-19,COVID-19,Not stated,0.0
Tennessee,COVID-19,COVID-19,All Ages,30400.0
Texas,Respiratory diseases,Influenza and pneumonia,0-24,216.0
Texas,Respiratory diseases,Influenza and pneumonia,25-34,898.0
Texas,Respiratory diseases,Influenza and pneumonia,35-44,2352.0
Texas,Respiratory diseases,Influenza and pneumonia,45-54,5219.0
Texas,Respiratory diseases,Influenza and pneumonia,55-64,9960.0
Texas,Respiratory diseases,Influenza and pneumonia,65-74,14188.0
Texas,Respiratory diseases,Influenza and pneumonia,75-84,13167.0
Texas,Respiratory diseases,Influenza and pneumonia,85+,9395.0
Texas,Respiratory diseases,Influenza and pneumonia,Not stated,0.0
Texas,Respiratory diseases,Influenza and pneumonia,All Ages,55395.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,0-24,16.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,25-34,48.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,35-44,124.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,45-54,271.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,55-64,1014.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,65-74,2153.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,75-84,2658.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,85+,1968.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
Texas,Respiratory diseases,Chronic lower respiratory diseases,All Ages,8252.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,0-24,62.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,25-34,266.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,35-44,632.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,45-54,1301.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,55-64,2241.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,65-74,2540.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,75-84,1636.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,85+,579.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
Texas,Respiratory diseases,Adult respiratory distress syndrome,All Ages,9257.0
Texas,Respiratory diseases,Respiratory failure,0-24,129.0
Texas,Respiratory diseases,Respiratory failure,25-34,552.0
Texas,Respiratory diseases,Respiratory failure,35-44,1457.0
Texas,Respiratory diseases,Respiratory failure,45-54,3479.0
Texas,Respiratory diseases,Respiratory failure,55-64,6846.0
Texas,Respiratory diseases,Respiratory failure,65-74,9986.0
Texas,Respiratory diseases,Respiratory failure,75-84,9406.0
Texas,Respiratory diseases,Respiratory failure,85+,6248.0
Texas,Respiratory diseases,Respiratory failure,Not stated,0.0
Texas,Respiratory diseases,Respiratory failure,All Ages,38103.0
Texas,Respiratory diseases,Respiratory arrest,0-24,
Texas,Respiratory diseases,Respiratory arrest,25-34,15.0
Texas,Respiratory diseases,Respiratory arrest,35-44,29.0
Texas,Respiratory diseases,Respiratory arrest,45-54,76.0
Texas,Respiratory diseases,Respiratory arrest,55-64,147.0
Texas,Respiratory diseases,Respiratory arrest,65-74,244.0
Texas,Respiratory diseases,Respiratory arrest,75-84,304.0
Texas,Respiratory diseases,Respiratory arrest,85+,254.0
Texas,Respiratory diseases,Respiratory arrest,Not stated,0.0
Texas,Respiratory diseases,Respiratory arrest,All Ages,1073.0
Texas,Respiratory diseases,Other diseases of the respiratory system,0-24,52.0
Texas,Respiratory diseases,Other diseases of the respiratory system,25-34,125.0
Texas,Respiratory diseases,Other diseases of the respiratory system,35-44,296.0
Texas,Respiratory diseases,Other diseases of the respiratory system,45-54,604.0
Texas,Respiratory diseases,Other diseases of the respiratory system,55-64,1157.0
Texas,Respiratory diseases,Other diseases of the respiratory system,65-74,1647.0
Texas,Respiratory diseases,Other diseases of the respiratory system,75-84,1553.0
Texas,Respiratory diseases,Other diseases of the respiratory system,85+,1096.0
Texas,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
Texas,Respiratory diseases,Other diseases of the respiratory system,All Ages,6530.0
Texas,Circulatory diseases,Hypertensive diseases,0-24,16.0
Texas,Circulatory diseases,Hypertensive diseases,25-34,120.0
Texas,Circulatory diseases,Hypertensive diseases,35-44,521.0
Texas,Circulatory diseases,Hypertensive diseases,45-54,1469.0
Texas,Circulatory diseases,Hypertensive diseases,55-64,3438.0
Texas,Circulatory diseases,Hypertensive diseases,65-74,5346.0
Texas,Circulatory diseases,Hypertensive diseases,75-84,5665.0
Texas,Circulatory diseases,Hypertensive diseases,85+,5115.0
Texas,Circulatory diseases,Hypertensive diseases,Not stated,0.0
Texas,Circulatory diseases,Hypertensive diseases,All Ages,21690.0
Texas,Circulatory diseases,Ischemic heart disease,0-24,
Texas,Circulatory diseases,Ischemic heart disease,25-34,38.0
Texas,Circulatory diseases,Ischemic heart disease,35-44,171.0
Texas,Circulatory diseases,Ischemic heart disease,45-54,522.0
Texas,Circulatory diseases,Ischemic heart disease,55-64,1574.0
Texas,Circulatory diseases,Ischemic heart disease,65-74,2873.0
Texas,Circulatory diseases,Ischemic heart disease,75-84,3482.0
Texas,Circulatory diseases,Ischemic heart disease,85+,2870.0
Texas,Circulatory diseases,Ischemic heart disease,Not stated,0.0
Texas,Circulatory diseases,Ischemic heart disease,All Ages,11536.0
Texas,Circulatory diseases,Cardiac arrest,0-24,45.0
Texas,Circulatory diseases,Cardiac arrest,25-34,156.0
Texas,Circulatory diseases,Cardiac arrest,35-44,387.0
Texas,Circulatory diseases,Cardiac arrest,45-54,853.0
Texas,Circulatory diseases,Cardiac arrest,55-64,1560.0
Texas,Circulatory diseases,Cardiac arrest,65-74,1927.0
Texas,Circulatory diseases,Cardiac arrest,75-84,1661.0
Texas,Circulatory diseases,Cardiac arrest,85+,1063.0
Texas,Circulatory diseases,Cardiac arrest,Not stated,0.0
Texas,Circulatory diseases,Cardiac arrest,All Ages,7652.0
Texas,Circulatory diseases,Cardiac arrhythmia,0-24,12.0
Texas,Circulatory diseases,Cardiac arrhythmia,25-34,49.0
Texas,Circulatory diseases,Cardiac arrhythmia,35-44,131.0
Texas,Circulatory diseases,Cardiac arrhythmia,45-54,351.0
Texas,Circulatory diseases,Cardiac arrhythmia,55-64,989.0
Texas,Circulatory diseases,Cardiac arrhythmia,65-74,1935.0
Texas,Circulatory diseases,Cardiac arrhythmia,75-84,2658.0
Texas,Circulatory diseases,Cardiac arrhythmia,85+,2740.0
Texas,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
Texas,Circulatory diseases,Cardiac arrhythmia,All Ages,8865.0
Texas,Circulatory diseases,Heart failure,0-24,
Texas,Circulatory diseases,Heart failure,25-34,42.0
Texas,Circulatory diseases,Heart failure,35-44,125.0
Texas,Circulatory diseases,Heart failure,45-54,312.0
Texas,Circulatory diseases,Heart failure,55-64,856.0
Texas,Circulatory diseases,Heart failure,65-74,1785.0
Texas,Circulatory diseases,Heart failure,75-84,2454.0
Texas,Circulatory diseases,Heart failure,85+,2681.0
Texas,Circulatory diseases,Heart failure,Not stated,0.0
Texas,Circulatory diseases,Heart failure,All Ages,8262.0
Texas,Circulatory diseases,Cerebrovascular diseases,0-24,16.0
Texas,Circulatory diseases,Cerebrovascular diseases,25-34,46.0
Texas,Circulatory diseases,Cerebrovascular diseases,35-44,106.0
Texas,Circulatory diseases,Cerebrovascular diseases,45-54,300.0
Texas,Circulatory diseases,Cerebrovascular diseases,55-64,737.0
Texas,Circulatory diseases,Cerebrovascular diseases,65-74,1214.0
Texas,Circulatory diseases,Cerebrovascular diseases,75-84,1435.0
Texas,Circulatory diseases,Cerebrovascular diseases,85+,1312.0
Texas,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
Texas,Circulatory diseases,Cerebrovascular diseases,All Ages,5166.0
Texas,Circulatory diseases,Other diseases of the circulatory system,0-24,55.0
Texas,Circulatory diseases,Other diseases of the circulatory system,25-34,141.0
Texas,Circulatory diseases,Other diseases of the circulatory system,35-44,307.0
Texas,Circulatory diseases,Other diseases of the circulatory system,45-54,694.0
Texas,Circulatory diseases,Other diseases of the circulatory system,55-64,1427.0
Texas,Circulatory diseases,Other diseases of the circulatory system,65-74,1861.0
Texas,Circulatory diseases,Other diseases of the circulatory system,75-84,1908.0
Texas,Circulatory diseases,Other diseases of the circulatory system,85+,1476.0
Texas,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
Texas,Circulatory diseases,Other diseases of the circulatory system,All Ages,7869.0
Texas,Sepsis,Sepsis,0-24,66.0
Texas,Sepsis,Sepsis,25-34,218.0
Texas,Sepsis,Sepsis,35-44,625.0
Texas,Sepsis,Sepsis,45-54,1505.0
Texas,Sepsis,Sepsis,55-64,2777.0
Texas,Sepsis,Sepsis,65-74,3801.0
Texas,Sepsis,Sepsis,75-84,3122.0
Texas,Sepsis,Sepsis,85+,1696.0
Texas,Sepsis,Sepsis,Not stated,0.0
Texas,Sepsis,Sepsis,All Ages,13810.0
Texas,Malignant neoplasms,Malignant neoplasms,0-24,24.0
Texas,Malignant neoplasms,Malignant neoplasms,25-34,36.0
Texas,Malignant neoplasms,Malignant neoplasms,35-44,91.0
Texas,Malignant neoplasms,Malignant neoplasms,45-54,250.0
Texas,Malignant neoplasms,Malignant neoplasms,55-64,851.0
Texas,Malignant neoplasms,Malignant neoplasms,65-74,1505.0
Texas,Malignant neoplasms,Malignant neoplasms,75-84,1547.0
Texas,Malignant neoplasms,Malignant neoplasms,85+,939.0
Texas,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
Texas,Malignant neoplasms,Malignant neoplasms,All Ages,5243.0
Texas,Diabetes,Diabetes,0-24,36.0
Texas,Diabetes,Diabetes,25-34,218.0
Texas,Diabetes,Diabetes,35-44,697.0
Texas,Diabetes,Diabetes,45-54,1851.0
Texas,Diabetes,Diabetes,55-64,3830.0
Texas,Diabetes,Diabetes,65-74,5396.0
Texas,Diabetes,Diabetes,75-84,4508.0
Texas,Diabetes,Diabetes,85+,2418.0
Texas,Diabetes,Diabetes,Not stated,0.0
Texas,Diabetes,Diabetes,All Ages,18954.0
Texas,Obesity,Obesity,0-24,108.0
Texas,Obesity,Obesity,25-34,497.0
Texas,Obesity,Obesity,35-44,929.0
Texas,Obesity,Obesity,45-54,1439.0
Texas,Obesity,Obesity,55-64,1759.0
Texas,Obesity,Obesity,65-74,1373.0
Texas,Obesity,Obesity,75-84,522.0
Texas,Obesity,Obesity,85+,101.0
Texas,Obesity,Obesity,Not stated,0.0
Texas,Obesity,Obesity,All Ages,6728.0
Texas,Alzheimer disease,Alzheimer disease,0-24,0.0
Texas,Alzheimer disease,Alzheimer disease,25-34,
Texas,Alzheimer disease,Alzheimer disease,35-44,0.0
Texas,Alzheimer disease,Alzheimer disease,45-54,
Texas,Alzheimer disease,Alzheimer disease,55-64,32.0
Texas,Alzheimer disease,Alzheimer disease,65-74,242.0
Texas,Alzheimer disease,Alzheimer disease,75-84,889.0
Texas,Alzheimer disease,Alzheimer disease,85+,1721.0
Texas,Alzheimer disease,Alzheimer disease,Not stated,0.0
Texas,Alzheimer disease,Alzheimer disease,All Ages,2887.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,87.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,607.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1914.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,3255.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,5870.0
Texas,Renal failure,Renal failure,0-24,55.0
Texas,Renal failure,Renal failure,25-34,201.0
Texas,Renal failure,Renal failure,35-44,615.0
Texas,Renal failure,Renal failure,45-54,1521.0
Texas,Renal failure,Renal failure,55-64,2975.0
Texas,Renal failure,Renal failure,65-74,4258.0
Texas,Renal failure,Renal failure,75-84,3765.0
Texas,Renal failure,Renal failure,85+,2384.0
Texas,Renal failure,Renal failure,Not stated,0.0
Texas,Renal failure,Renal failure,All Ages,15774.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,51.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,85.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,149.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,240.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,438.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,604.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,563.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,547.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2677.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),0-24,297.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),25-34,731.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),35-44,1629.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),45-54,3609.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),55-64,7462.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),65-74,10896.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),75-84,11102.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),85+,8946.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,0.0
Texas,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,44672.0
Texas,COVID-19,COVID-19,0-24,555.0
Texas,COVID-19,COVID-19,25-34,1772.0
Texas,COVID-19,COVID-19,35-44,4305.0
Texas,COVID-19,COVID-19,45-54,9314.0
Texas,COVID-19,COVID-19,55-64,17816.0
Texas,COVID-19,COVID-19,65-74,25215.0
Texas,COVID-19,COVID-19,75-84,24967.0
Texas,COVID-19,COVID-19,85+,20453.0
Texas,COVID-19,COVID-19,Not stated,0.0
Texas,COVID-19,COVID-19,All Ages,104397.0
Utah,Respiratory diseases,Influenza and pneumonia,0-24,
Utah,Respiratory diseases,Influenza and pneumonia,25-34,60.0
Utah,Respiratory diseases,Influenza and pneumonia,35-44,121.0
Utah,Respiratory diseases,Influenza and pneumonia,45-54,221.0
Utah,Respiratory diseases,Influenza and pneumonia,55-64,412.0
Utah,Respiratory diseases,Influenza and pneumonia,65-74,665.0
Utah,Respiratory diseases,Influenza and pneumonia,75-84,682.0
Utah,Respiratory diseases,Influenza and pneumonia,85+,517.0
Utah,Respiratory diseases,Influenza and pneumonia,Not stated,0.0
Utah,Respiratory diseases,Influenza and pneumonia,All Ages,2687.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,0-24,0.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,25-34,
Utah,Respiratory diseases,Chronic lower respiratory diseases,35-44,
Utah,Respiratory diseases,Chronic lower respiratory diseases,45-54,12.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,55-64,66.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,65-74,151.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,75-84,125.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,85+,89.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
Utah,Respiratory diseases,Chronic lower respiratory diseases,All Ages,453.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,0-24,
Utah,Respiratory diseases,Adult respiratory distress syndrome,25-34,35.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,35-44,56.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,45-54,130.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,55-64,243.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,65-74,309.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,75-84,244.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,85+,78.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
Utah,Respiratory diseases,Adult respiratory distress syndrome,All Ages,1100.0
Utah,Respiratory diseases,Respiratory failure,0-24,
Utah,Respiratory diseases,Respiratory failure,25-34,33.0
Utah,Respiratory diseases,Respiratory failure,35-44,77.0
Utah,Respiratory diseases,Respiratory failure,45-54,133.0
Utah,Respiratory diseases,Respiratory failure,55-64,287.0
Utah,Respiratory diseases,Respiratory failure,65-74,519.0
Utah,Respiratory diseases,Respiratory failure,75-84,580.0
Utah,Respiratory diseases,Respiratory failure,85+,453.0
Utah,Respiratory diseases,Respiratory failure,Not stated,0.0
Utah,Respiratory diseases,Respiratory failure,All Ages,2087.0
Utah,Respiratory diseases,Respiratory arrest,0-24,
Utah,Respiratory diseases,Respiratory arrest,25-34,
Utah,Respiratory diseases,Respiratory arrest,35-44,
Utah,Respiratory diseases,Respiratory arrest,45-54,
Utah,Respiratory diseases,Respiratory arrest,55-64,19.0
Utah,Respiratory diseases,Respiratory arrest,65-74,31.0
Utah,Respiratory diseases,Respiratory arrest,75-84,45.0
Utah,Respiratory diseases,Respiratory arrest,85+,36.0
Utah,Respiratory diseases,Respiratory arrest,Not stated,0.0
Utah,Respiratory diseases,Respiratory arrest,All Ages,141.0
Utah,Respiratory diseases,Other diseases of the respiratory system,0-24,
Utah,Respiratory diseases,Other diseases of the respiratory system,25-34,21.0
Utah,Respiratory diseases,Other diseases of the respiratory system,35-44,33.0
Utah,Respiratory diseases,Other diseases of the respiratory system,45-54,33.0
Utah,Respiratory diseases,Other diseases of the respiratory system,55-64,77.0
Utah,Respiratory diseases,Other diseases of the respiratory system,65-74,115.0
Utah,Respiratory diseases,Other diseases of the respiratory system,75-84,109.0
Utah,Respiratory diseases,Other diseases of the respiratory system,85+,68.0
Utah,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
Utah,Respiratory diseases,Other diseases of the respiratory system,All Ages,464.0
Utah,Circulatory diseases,Hypertensive diseases,0-24,0.0
Utah,Circulatory diseases,Hypertensive diseases,25-34,
Utah,Circulatory diseases,Hypertensive diseases,35-44,21.0
Utah,Circulatory diseases,Hypertensive diseases,45-54,53.0
Utah,Circulatory diseases,Hypertensive diseases,55-64,108.0
Utah,Circulatory diseases,Hypertensive diseases,65-74,165.0
Utah,Circulatory diseases,Hypertensive diseases,75-84,166.0
Utah,Circulatory diseases,Hypertensive diseases,85+,189.0
Utah,Circulatory diseases,Hypertensive diseases,Not stated,0.0
Utah,Circulatory diseases,Hypertensive diseases,All Ages,709.0
Utah,Circulatory diseases,Ischemic heart disease,0-24,0.0
Utah,Circulatory diseases,Ischemic heart disease,25-34,0.0
Utah,Circulatory diseases,Ischemic heart disease,35-44,
Utah,Circulatory diseases,Ischemic heart disease,45-54,31.0
Utah,Circulatory diseases,Ischemic heart disease,55-64,73.0
Utah,Circulatory diseases,Ischemic heart disease,65-74,126.0
Utah,Circulatory diseases,Ischemic heart disease,75-84,161.0
Utah,Circulatory diseases,Ischemic heart disease,85+,163.0
Utah,Circulatory diseases,Ischemic heart disease,Not stated,0.0
Utah,Circulatory diseases,Ischemic heart disease,All Ages,562.0
Utah,Circulatory diseases,Cardiac arrest,0-24,0.0
Utah,Circulatory diseases,Cardiac arrest,25-34,
Utah,Circulatory diseases,Cardiac arrest,35-44,21.0
Utah,Circulatory diseases,Cardiac arrest,45-54,45.0
Utah,Circulatory diseases,Cardiac arrest,55-64,63.0
Utah,Circulatory diseases,Cardiac arrest,65-74,94.0
Utah,Circulatory diseases,Cardiac arrest,75-84,88.0
Utah,Circulatory diseases,Cardiac arrest,85+,65.0
Utah,Circulatory diseases,Cardiac arrest,Not stated,0.0
Utah,Circulatory diseases,Cardiac arrest,All Ages,382.0
Utah,Circulatory diseases,Cardiac arrhythmia,0-24,0.0
Utah,Circulatory diseases,Cardiac arrhythmia,25-34,
Utah,Circulatory diseases,Cardiac arrhythmia,35-44,
Utah,Circulatory diseases,Cardiac arrhythmia,45-54,17.0
Utah,Circulatory diseases,Cardiac arrhythmia,55-64,38.0
Utah,Circulatory diseases,Cardiac arrhythmia,65-74,81.0
Utah,Circulatory diseases,Cardiac arrhythmia,75-84,130.0
Utah,Circulatory diseases,Cardiac arrhythmia,85+,142.0
Utah,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
Utah,Circulatory diseases,Cardiac arrhythmia,All Ages,414.0
Utah,Circulatory diseases,Heart failure,0-24,
Utah,Circulatory diseases,Heart failure,25-34,
Utah,Circulatory diseases,Heart failure,35-44,
Utah,Circulatory diseases,Heart failure,45-54,16.0
Utah,Circulatory diseases,Heart failure,55-64,43.0
Utah,Circulatory diseases,Heart failure,65-74,91.0
Utah,Circulatory diseases,Heart failure,75-84,156.0
Utah,Circulatory diseases,Heart failure,85+,227.0
Utah,Circulatory diseases,Heart failure,Not stated,0.0
Utah,Circulatory diseases,Heart failure,All Ages,539.0
Utah,Circulatory diseases,Cerebrovascular diseases,0-24,
Utah,Circulatory diseases,Cerebrovascular diseases,25-34,
Utah,Circulatory diseases,Cerebrovascular diseases,35-44,15.0
Utah,Circulatory diseases,Cerebrovascular diseases,45-54,17.0
Utah,Circulatory diseases,Cerebrovascular diseases,55-64,53.0
Utah,Circulatory diseases,Cerebrovascular diseases,65-74,60.0
Utah,Circulatory diseases,Cerebrovascular diseases,75-84,75.0
Utah,Circulatory diseases,Cerebrovascular diseases,85+,74.0
Utah,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
Utah,Circulatory diseases,Cerebrovascular diseases,All Ages,299.0
Utah,Circulatory diseases,Other diseases of the circulatory system,0-24,
Utah,Circulatory diseases,Other diseases of the circulatory system,25-34,21.0
Utah,Circulatory diseases,Other diseases of the circulatory system,35-44,34.0
Utah,Circulatory diseases,Other diseases of the circulatory system,45-54,62.0
Utah,Circulatory diseases,Other diseases of the circulatory system,55-64,79.0
Utah,Circulatory diseases,Other diseases of the circulatory system,65-74,142.0
Utah,Circulatory diseases,Other diseases of the circulatory system,75-84,158.0
Utah,Circulatory diseases,Other diseases of the circulatory system,85+,102.0
Utah,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
Utah,Circulatory diseases,Other diseases of the circulatory system,All Ages,605.0
Utah,Sepsis,Sepsis,0-24,
Utah,Sepsis,Sepsis,25-34,17.0
Utah,Sepsis,Sepsis,35-44,40.0
Utah,Sepsis,Sepsis,45-54,68.0
Utah,Sepsis,Sepsis,55-64,176.0
Utah,Sepsis,Sepsis,65-74,199.0
Utah,Sepsis,Sepsis,75-84,151.0
Utah,Sepsis,Sepsis,85+,75.0
Utah,Sepsis,Sepsis,Not stated,0.0
Utah,Sepsis,Sepsis,All Ages,728.0
Utah,Malignant neoplasms,Malignant neoplasms,0-24,
Utah,Malignant neoplasms,Malignant neoplasms,25-34,
Utah,Malignant neoplasms,Malignant neoplasms,35-44,
Utah,Malignant neoplasms,Malignant neoplasms,45-54,22.0
Utah,Malignant neoplasms,Malignant neoplasms,55-64,46.0
Utah,Malignant neoplasms,Malignant neoplasms,65-74,85.0
Utah,Malignant neoplasms,Malignant neoplasms,75-84,86.0
Utah,Malignant neoplasms,Malignant neoplasms,85+,64.0
Utah,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
Utah,Malignant neoplasms,Malignant neoplasms,All Ages,317.0
Utah,Diabetes,Diabetes,0-24,
Utah,Diabetes,Diabetes,25-34,10.0
Utah,Diabetes,Diabetes,35-44,34.0
Utah,Diabetes,Diabetes,45-54,65.0
Utah,Diabetes,Diabetes,55-64,137.0
Utah,Diabetes,Diabetes,65-74,236.0
Utah,Diabetes,Diabetes,75-84,210.0
Utah,Diabetes,Diabetes,85+,132.0
Utah,Diabetes,Diabetes,Not stated,0.0
Utah,Diabetes,Diabetes,All Ages,830.0
Utah,Obesity,Obesity,0-24,
Utah,Obesity,Obesity,25-34,41.0
Utah,Obesity,Obesity,35-44,67.0
Utah,Obesity,Obesity,45-54,115.0
Utah,Obesity,Obesity,55-64,125.0
Utah,Obesity,Obesity,65-74,120.0
Utah,Obesity,Obesity,75-84,44.0
Utah,Obesity,Obesity,85+,
Utah,Obesity,Obesity,Not stated,0.0
Utah,Obesity,Obesity,All Ages,528.0
Utah,Alzheimer disease,Alzheimer disease,0-24,0.0
Utah,Alzheimer disease,Alzheimer disease,25-34,0.0
Utah,Alzheimer disease,Alzheimer disease,35-44,
Utah,Alzheimer disease,Alzheimer disease,45-54,0.0
Utah,Alzheimer disease,Alzheimer disease,55-64,
Utah,Alzheimer disease,Alzheimer disease,65-74,15.0
Utah,Alzheimer disease,Alzheimer disease,75-84,76.0
Utah,Alzheimer disease,Alzheimer disease,85+,128.0
Utah,Alzheimer disease,Alzheimer disease,Not stated,0.0
Utah,Alzheimer disease,Alzheimer disease,All Ages,221.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,32.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,148.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,204.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,390.0
Utah,Renal failure,Renal failure,0-24,0.0
Utah,Renal failure,Renal failure,25-34,15.0
Utah,Renal failure,Renal failure,35-44,31.0
Utah,Renal failure,Renal failure,45-54,69.0
Utah,Renal failure,Renal failure,55-64,149.0
Utah,Renal failure,Renal failure,65-74,187.0
Utah,Renal failure,Renal failure,75-84,184.0
Utah,Renal failure,Renal failure,85+,136.0
Utah,Renal failure,Renal failure,Not stated,0.0
Utah,Renal failure,Renal failure,All Ages,771.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,19.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,18.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,39.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,40.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,55.0
